Results Table 1


Results Table 2


Time,Displacement,Force
(s),(mm),(kN)
"181.4600","5.6233","0.1940"
"181.4800","5.6236","0.1939"
"181.5000","5.6239","0.1941"
"181.5200","5.6243","0.1940"
"181.5400","5.6248","0.1939"
"181.5600","5.6252","0.1941"
"181.5800","5.6255","0.1943"
"181.6000","5.6258","0.1941"
"181.6200","5.6260","0.1941"
"181.6400","5.6263","0.1944"
"181.6600","5.6266","0.1944"
"181.6800","5.6269","0.1944"
"181.7000","5.6274","0.1945"
"181.7200","5.6278","0.1944"
"181.7400","5.6283","0.1946"
"181.7600","5.6286","0.1945"
"181.7800","5.6288","0.1944"
"181.8000","5.6291","0.1944"
"181.8200","5.6293","0.1941"
"181.8400","5.6296","0.1941"
"181.8600","5.6299","0.1943"
"181.8800","5.6302","0.1945"
"181.9000","5.6306","0.1944"
"181.9200","5.6310","0.1942"
"181.9400","5.6314","0.1941"
"181.9600","5.6317","0.1941"
"181.9800","5.6320","0.1940"
"182.0000","5.6323","0.1942"
"182.0200","5.6326","0.1942"
"182.0400","5.6331","0.1942"
"182.0600","5.6335","0.1942"
"182.0800","5.6339","0.1943"
"182.1000","5.6343","0.1943"
"182.1200","5.6346","0.1942"
"182.1400","5.6348","0.1942"
"182.1600","5.6350","0.1943"
"182.1800","5.6353","0.1946"
"182.2000","5.6356","0.1946"
"182.2200","5.6359","0.1946"
"182.2400","5.6363","0.1947"
"182.2600","5.6367","0.1947"
"182.2800","5.6371","0.1946"
"182.3000","5.6374","0.1946"
"182.3200","5.6377","0.1945"
"182.3400","5.6379","0.1944"
"182.3600","5.6383","0.1946"
"182.3800","5.6386","0.1944"
"182.4000","5.6389","0.1946"
"182.4200","5.6394","0.1949"
"182.4400","5.6399","0.1946"
"182.4600","5.6403","0.1944"
"182.4800","5.6406","0.1944"
"182.5000","5.6408","0.1948"
"182.5200","5.6411","0.1948"
"182.5400","5.6413","0.1947"
"182.5600","5.6416","0.1946"
"182.5800","5.6419","0.1945"
"182.6000","5.6423","0.1948"
"182.6200","5.6427","0.1947"
"182.6400","5.6431","0.1945"
"182.6600","5.6434","0.1946"
"182.6800","5.6436","0.1944"
"182.7000","5.6439","0.1944"
"182.7200","5.6443","0.1948"
"182.7400","5.6446","0.1950"
"182.7600","5.6450","0.1950"
"182.7800","5.6454","0.1947"
"182.8000","5.6459","0.1944"
"182.8200","5.6462","0.1950"
"182.8400","5.6465","0.1949"
"182.8600","5.6468","0.1952"
"182.8800","5.6469","0.1950"
"182.9000","5.6473","0.1949"
"182.9200","5.6476","0.1952"
"182.9400","5.6479","0.1952"
"182.9600","5.6483","0.1951"
"182.9800","5.6488","0.1948"
"183.0000","5.6491","0.1949"
"183.0200","5.6494","0.1948"
"183.0400","5.6497","0.1949"
"183.0600","5.6500","0.1948"
"183.0800","5.6503","0.1949"
"183.1000","5.6506","0.1951"
"183.1200","5.6511","0.1952"
"183.1400","5.6516","0.1953"
"183.1600","5.6520","0.1952"
"183.1800","5.6523","0.1952"
"183.2000","5.6526","0.1951"
"183.2200","5.6528","0.1953"
"183.2400","5.6529","0.1951"
"183.2600","5.6532","0.1951"
"183.2800","5.6535","0.1951"
"183.3000","5.6539","0.1951"
"183.3200","5.6543","0.1952"
"183.3400","5.6546","0.1951"
"183.3600","5.6550","0.1951"
"183.3800","5.6553","0.1951"
"183.4000","5.6556","0.1952"
"183.4200","5.6559","0.1953"
"183.4400","5.6562","0.1951"
"183.4600","5.6566","0.1950"
"183.4800","5.6571","0.1954"
"183.5000","5.6575","0.1954"
"183.5200","5.6579","0.1954"
"183.5400","5.6583","0.1954"
"183.5600","5.6585","0.1957"
"183.5800","5.6588","0.1956"
"183.6000","5.6590","0.1955"
"183.6200","5.6593","0.1956"
"183.6400","5.6596","0.1956"
"183.6600","5.6600","0.1953"
"183.6800","5.6604","0.1953"
"183.7000","5.6608","0.1951"
"183.7200","5.6611","0.1953"
"183.7400","5.6614","0.1953"
"183.7600","5.6616","0.1952"
"183.7800","5.6619","0.1954"
"183.8000","5.6623","0.1957"
"183.8200","5.6626","0.1958"
"183.8400","5.6630","0.1955"
"183.8600","5.6634","0.1953"
"183.8800","5.6639","0.1953"
"183.9000","5.6642","0.1957"
"183.9200","5.6644","0.1959"
"183.9400","5.6647","0.1957"
"183.9600","5.6649","0.1953"
"183.9800","5.6652","0.1950"
"184.0000","5.6656","0.1952"
"184.0200","5.6659","0.1953"
"184.0400","5.6663","0.1955"
"184.0600","5.6667","0.1956"
"184.0800","5.6670","0.1956"
"184.1000","5.6673","0.1957"
"184.1200","5.6676","0.1957"
"184.1400","5.6679","0.1955"
"184.1600","5.6683","0.1955"
"184.1800","5.6687","0.1955"
"184.2000","5.6692","0.1953"
"184.2200","5.6696","0.1953"
"184.2400","5.6700","0.1954"
"184.2600","5.6703","0.1956"
"184.2800","5.6704","0.1957"
"184.3000","5.6707","0.1957"
"184.3200","5.6709","0.1957"
"184.3400","5.6712","0.1959"
"184.3600","5.6716","0.1960"
"184.3800","5.6719","0.1960"
"184.4000","5.6724","0.1958"
"184.4200","5.6727","0.1954"
"184.4400","5.6731","0.1956"
"184.4600","5.6733","0.1959"
"184.4800","5.6736","0.1958"
"184.5000","5.6739","0.1958"
"184.5200","5.6743","0.1958"
"184.5400","5.6746","0.1958"
"184.5600","5.6751","0.1960"
"184.5800","5.6756","0.1960"
"184.6000","5.6759","0.1962"
"184.6200","5.6763","0.1964"
"184.6400","5.6765","0.1961"
"184.6600","5.6767","0.1961"
"184.6800","5.6769","0.1961"
"184.7000","5.6773","0.1960"
"184.7200","5.6776","0.1959"
"184.7400","5.6780","0.1960"
"184.7600","5.6784","0.1960"
"184.7800","5.6787","0.1958"
"184.8000","5.6790","0.1957"
"184.8200","5.6793","0.1959"
"184.8400","5.6796","0.1960"
"184.8600","5.6799","0.1961"
"184.8800","5.6803","0.1961"
"184.9000","5.6807","0.1964"
"184.9200","5.6811","0.1962"
"184.9400","5.6816","0.1960"
"184.9600","5.6819","0.1959"
"184.9800","5.6822","0.1964"
"185.0000","5.6824","0.1967"
"185.0200","5.6826","0.1966"
"185.0400","5.6829","0.1963"
"185.0600","5.6833","0.1961"
"185.0800","5.6836","0.1962"
"185.1000","5.6841","0.1961"
"185.1200","5.6844","0.1961"
"185.1400","5.6848","0.1961"
"185.1600","5.6851","0.1962"
"185.1800","5.6853","0.1960"
"185.2000","5.6856","0.1959"
"185.2200","5.6860","0.1961"
"185.2400","5.6864","0.1961"
"185.2600","5.6868","0.1959"
"185.2800","5.6873","0.1962"
"185.3000","5.6877","0.1966"
"185.3200","5.6879","0.1966"
"185.3400","5.6882","0.1965"
"185.3600","5.6884","0.1962"
"185.3800","5.6886","0.1963"
"185.4000","5.6889","0.1964"
"185.4200","5.6892","0.1965"
"185.4400","5.6895","0.1964"
"185.4600","5.6899","0.1964"
"185.4800","5.6903","0.1965"
"185.5000","5.6906","0.1967"
"185.5200","5.6909","0.1968"
"185.5400","5.6913","0.1966"
"185.5600","5.6916","0.1965"
"185.5800","5.6919","0.1965"
"185.6000","5.6923","0.1968"
"185.6200","5.6927","0.1966"
"185.6400","5.6932","0.1963"
"185.6600","5.6936","0.1963"
"185.6800","5.6939","0.1964"
"185.7000","5.6942","0.1965"
"185.7200","5.6944","0.1966"
"185.7400","5.6947","0.1964"
"185.7600","5.6950","0.1965"
"185.7800","5.6953","0.1966"
"185.8000","5.6958","0.1965"
"185.8200","5.6961","0.1968"
"185.8400","5.6965","0.1969"
"185.8600","5.6968","0.1969"
"185.8800","5.6970","0.1968"
"185.9000","5.6973","0.1968"
"185.9200","5.6976","0.1970"
"185.9400","5.6979","0.1969"
"185.9600","5.6983","0.1968"
"185.9800","5.6987","0.1968"
"186.0000","5.6991","0.1969"
"186.0200","5.6996","0.1967"
"186.0400","5.6999","0.1968"
"186.0600","5.7001","0.1969"
"186.0800","5.7004","0.1968"
"186.1000","5.7006","0.1966"
"186.1200","5.7009","0.1969"
"186.1400","5.7012","0.1968"
"186.1600","5.7016","0.1969"
"186.1800","5.7020","0.1968"
"186.2000","5.7024","0.1969"
"186.2200","5.7027","0.1968"
"186.2400","5.7029","0.1967"
"186.2600","5.7033","0.1969"
"186.2800","5.7036","0.1969"
"186.3000","5.7039","0.1969"
"186.3200","5.7044","0.1968"
"186.3400","5.7049","0.1966"
"186.3600","5.7053","0.1967"
"186.3800","5.7056","0.1969"
"186.4000","5.7059","0.1969"
"186.4200","5.7061","0.1969"
"186.4400","5.7063","0.1969"
"186.4600","5.7066","0.1966"
"186.4800","5.7069","0.1969"
"186.5000","5.7073","0.1970"
"186.5200","5.7076","0.1973"
"186.5400","5.7081","0.1972"
"186.5600","5.7084","0.1973"
"186.5800","5.7087","0.1971"
"186.6000","5.7090","0.1969"
"186.6200","5.7092","0.1969"
"186.6400","5.7095","0.1970"
"186.6600","5.7099","0.1974"
"186.6800","5.7103","0.1975"
"186.7000","5.7108","0.1976"
"186.7200","5.7112","0.1974"
"186.7400","5.7116","0.1971"
"186.7600","5.7119","0.1972"
"186.7800","5.7121","0.1976"
"186.8000","5.7124","0.1975"
"186.8200","5.7126","0.1970"
"186.8400","5.7129","0.1973"
"186.8600","5.7133","0.1973"
"186.8800","5.7136","0.1975"
"186.9000","5.7141","0.1972"
"186.9200","5.7144","0.1969"
"186.9400","5.7147","0.1970"
"186.9600","5.7149","0.1971"
"186.9800","5.7152","0.1974"
"187.0000","5.7156","0.1975"
"187.0200","5.7159","0.1974"
"187.0400","5.7163","0.1974"
"187.0600","5.7168","0.1973"
"187.0800","5.7172","0.1975"
"187.1000","5.7176","0.1974"
"187.1200","5.7178","0.1973"
"187.1400","5.7181","0.1975"
"187.1600","5.7183","0.1973"
"187.1800","5.7186","0.1971"
"187.2000","5.7189","0.1973"
"187.2200","5.7193","0.1973"
"187.2400","5.7198","0.1972"
"187.2600","5.7201","0.1972"
"187.2800","5.7205","0.1975"
"187.3000","5.7208","0.1974"
"187.3200","5.7210","0.1971"
"187.3400","5.7213","0.1972"
"187.3600","5.7216","0.1973"
"187.3800","5.7220","0.1978"
"187.4000","5.7224","0.1976"
"187.4200","5.7229","0.1975"
"187.4400","5.7233","0.1977"
"187.4600","5.7236","0.1978"
"187.4800","5.7238","0.1978"
"187.5000","5.7241","0.1977"
"187.5200","5.7243","0.1976"
"187.5400","5.7246","0.1977"
"187.5600","5.7248","0.1975"
"187.5800","5.7252","0.1975"
"187.6000","5.7256","0.1976"
"187.6200","5.7259","0.1978"
"187.6400","5.7263","0.1979"
"187.6600","5.7266","0.1977"
"187.6800","5.7269","0.1978"
"187.7000","5.7273","0.1980"
"187.7200","5.7276","0.1982"
"187.7400","5.7279","0.1978"
"187.7600","5.7284","0.1977"
"187.7800","5.7289","0.1974"
"187.8000","5.7292","0.1974"
"187.8200","5.7296","0.1979"
"187.8400","5.7299","0.1981"
"187.8600","5.7301","0.1982"
"187.8800","5.7303","0.1981"
"187.9000","5.7306","0.1977"
"187.9200","5.7310","0.1977"
"187.9400","5.7314","0.1976"
"187.9600","5.7318","0.1977"
"187.9800","5.7322","0.1978"
"188.0000","5.7325","0.1981"
"188.0200","5.7327","0.1982"
"188.0400","5.7329","0.1979"
"188.0600","5.7332","0.1977"
"188.0800","5.7336","0.1975"
"188.1000","5.7339","0.1979"
"188.1200","5.7344","0.1979"
"188.1400","5.7348","0.1979"
"188.1600","5.7352","0.1979"
"188.1800","5.7356","0.1979"
"188.2000","5.7358","0.1982"
"188.2200","5.7361","0.1984"
"188.2400","5.7363","0.1983"
"188.2600","5.7366","0.1979"
"188.2800","5.7369","0.1979"
"188.3000","5.7372","0.1979"
"188.3200","5.7376","0.1979"
"188.3400","5.7380","0.1979"
"188.3600","5.7383","0.1981"
"188.3800","5.7386","0.1980"
"188.4000","5.7389","0.1983"
"188.4200","5.7393","0.1983"
"188.4400","5.7396","0.1982"
"188.4600","5.7401","0.1981"
"188.4800","5.7406","0.1981"
"188.5000","5.7410","0.1982"
"188.5200","5.7413","0.1981"
"188.5400","5.7416","0.1980"
"188.5600","5.7418","0.1983"
"188.5800","5.7420","0.1984"
"188.6000","5.7422","0.1982"
"188.6200","5.7426","0.1982"
"188.6400","5.7429","0.1981"
"188.6600","5.7433","0.1981"
"188.6800","5.7438","0.1981"
"188.7000","5.7441","0.1983"
"188.7200","5.7444","0.1986"
"188.7400","5.7447","0.1984"
"188.7600","5.7449","0.1983"
"188.7800","5.7452","0.1984"
"188.8000","5.7456","0.1987"
"188.8200","5.7459","0.1988"
"188.8400","5.7464","0.1984"
"188.8600","5.7469","0.1981"
"188.8800","5.7473","0.1981"
"188.9000","5.7476","0.1984"
"188.9200","5.7479","0.1985"
"188.9400","5.7481","0.1985"
"188.9600","5.7483","0.1985"
"188.9800","5.7486","0.1984"
"189.0000","5.7489","0.1985"
"189.0200","5.7493","0.1983"
"189.0400","5.7497","0.1982"
"189.0600","5.7501","0.1983"
"189.0800","5.7503","0.1984"
"189.1000","5.7506","0.1984"
"189.1200","5.7509","0.1987"
"189.1400","5.7512","0.1984"
"189.1600","5.7516","0.1983"
"189.1800","5.7519","0.1984"
"189.2000","5.7524","0.1987"
"189.2200","5.7529","0.1987"
"189.2400","5.7533","0.1986"
"189.2600","5.7536","0.1988"
"189.2800","5.7538","0.1988"
"189.3000","5.7540","0.1987"
"189.3200","5.7543","0.1988"
"189.3400","5.7546","0.1987"
"189.3600","5.7549","0.1989"
"189.3800","5.7554","0.1991"
"189.4000","5.7558","0.1988"
"189.4200","5.7561","0.1986"
"189.4400","5.7564","0.1984"
"189.4600","5.7567","0.1984"
"189.4800","5.7569","0.1984"
"189.5000","5.7573","0.1988"
"189.5200","5.7576","0.1990"
"189.5400","5.7581","0.1988"
"189.5600","5.7585","0.1989"
"189.5800","5.7590","0.1988"
"189.6000","5.7593","0.1989"
"189.6200","5.7596","0.1989"
"189.6400","5.7597","0.1989"
"189.6600","5.7600","0.1987"
"189.6800","5.7602","0.1988"
"189.7000","5.7605","0.1989"
"189.7200","5.7608","0.1989"
"189.7400","5.7612","0.1989"
"189.7600","5.7616","0.1989"
"189.7800","5.7619","0.1989"
"189.8000","5.7622","0.1989"
"189.8200","5.7626","0.1989"
"189.8400","5.7629","0.1989"
"189.8600","5.7632","0.1988"
"189.8800","5.7636","0.1988"
"189.9000","5.7640","0.1990"
"189.9200","5.7645","0.1990"
"189.9400","5.7649","0.1989"
"189.9600","5.7653","0.1991"
"189.9800","5.7656","0.1991"
"190.0000","5.7658","0.1991"
"190.0200","5.7661","0.1994"
"190.0400","5.7663","0.1992"
"190.0600","5.7666","0.1989"
"190.0800","5.7671","0.1990"
"190.1000","5.7674","0.1990"
"190.1200","5.7678","0.1990"
"190.1400","5.7681","0.1989"
"190.1600","5.7684","0.1990"
"190.1800","5.7686","0.1990"
"190.2000","5.7689","0.1992"
"190.2200","5.7692","0.1991"
"190.2400","5.7696","0.1990"
"190.2600","5.7699","0.1990"
"190.2800","5.7704","0.1990"
"190.3000","5.7709","0.1991"
"190.3200","5.7712","0.1993"
"190.3400","5.7716","0.1994"
"190.3600","5.7717","0.1993"
"190.3800","5.7720","0.1993"
"190.4000","5.7722","0.1992"
"190.4200","5.7726","0.1995"
"190.4400","5.7729","0.1995"
"190.4600","5.7733","0.1996"
"190.4800","5.7736","0.1996"
"190.5000","5.7740","0.1996"
"190.5200","5.7743","0.1995"
"190.5400","5.7746","0.1993"
"190.5600","5.7749","0.1991"
"190.5800","5.7753","0.1992"
"190.6000","5.7757","0.1994"
"190.6200","5.7761","0.1996"
"190.6400","5.7766","0.1995"
"190.6600","5.7770","0.1997"
"190.6800","5.7773","0.1997"
"190.7000","5.7775","0.1994"
"190.7200","5.7777","0.1992"
"190.7400","5.7779","0.1991"
"190.7600","5.7783","0.1993"
"190.7800","5.7786","0.1994"
"190.8000","5.7789","0.1995"
"190.8200","5.7794","0.1995"
"190.8400","5.7798","0.1995"
"190.8600","5.7801","0.1998"
"190.8800","5.7804","0.1997"
"190.9000","5.7806","0.1993"
"190.9200","5.7809","0.1995"
"190.9400","5.7812","0.1995"
"190.9600","5.7816","0.1996"
"190.9800","5.7820","0.1995"
"191.0000","5.7825","0.1995"
"191.0200","5.7829","0.1997"
"191.0400","5.7833","0.1995"
"191.0600","5.7836","0.1997"
"191.0800","5.7838","0.1996"
"191.1000","5.7840","0.1998"
"191.1200","5.7842","0.1997"
"191.1400","5.7846","0.1999"
"191.1600","5.7849","0.2000"
"191.1800","5.7853","0.2000"
"191.2000","5.7857","0.1997"
"191.2200","5.7860","0.1994"
"191.2400","5.7863","0.1995"
"191.2600","5.7866","0.1994"
"191.2800","5.7869","0.1996"
"191.3000","5.7872","0.1998"
"191.3200","5.7876","0.1999"
"191.3400","5.7881","0.1997"
"191.3600","5.7885","0.1998"
"191.3800","5.7889","0.2001"
"191.4000","5.7892","0.2000"
"191.4200","5.7894","0.2002"
"191.4400","5.7897","0.2001"
"191.4600","5.7899","0.1997"
"191.4800","5.7903","0.1998"
"191.5000","5.7906","0.1997"
"191.5200","5.7910","0.1999"
"191.5400","5.7914","0.2000"
"191.5600","5.7918","0.1998"
"191.5800","5.7921","0.1999"
"191.6000","5.7924","0.2003"
"191.6200","5.7927","0.1999"
"191.6400","5.7929","0.1996"
"191.6600","5.7933","0.1998"
"191.6800","5.7937","0.2000"
"191.7000","5.7941","0.1998"
"191.7200","5.7946","0.2001"
"191.7400","5.7950","0.2003"
"191.7600","5.7953","0.2002"
"191.7800","5.7955","0.2004"
"191.8000","5.7957","0.2004"
"191.8200","5.7959","0.2000"
"191.8400","5.7962","0.1998"
"191.8600","5.7965","0.2001"
"191.8800","5.7968","0.2003"
"191.9000","5.7972","0.2004"
"191.9200","5.7976","0.2003"
"191.9400","5.7979","0.2001"
"191.9600","5.7983","0.2003"
"191.9800","5.7986","0.2004"
"192.0000","5.7989","0.2004"
"192.0200","5.7992","0.2002"
"192.0400","5.7996","0.2001"
"192.0600","5.8001","0.2001"
"192.0800","5.8006","0.2001"
"192.1000","5.8009","0.2003"
"192.1200","5.8013","0.2006"
"192.1400","5.8015","0.2004"
"192.1600","5.8018","0.2002"
"192.1800","5.8020","0.2003"
"192.2000","5.8023","0.2004"
"192.2200","5.8027","0.2001"
"192.2400","5.8031","0.2001"
"192.2600","5.8035","0.2003"
"192.2800","5.8039","0.2005"
"192.3000","5.8041","0.2005"
"192.3200","5.8044","0.2004"
"192.3400","5.8046","0.2002"
"192.3600","5.8049","0.2005"
"192.3800","5.8052","0.2007"
"192.4000","5.8056","0.2004"
"192.4200","5.8061","0.2007"
"192.4400","5.8065","0.2006"
"192.4600","5.8069","0.2002"
"192.4800","5.8073","0.2005"
"192.5000","5.8074","0.2007"
"192.5200","5.8077","0.2006"
"192.5400","5.8079","0.2002"
"192.5600","5.8082","0.2002"
"192.5800","5.8085","0.2003"
"192.6000","5.8089","0.2007"
"192.6200","5.8093","0.2008"
"192.6400","5.8097","0.2007"
"192.6600","5.8100","0.2005"
"192.6800","5.8103","0.2006"
"192.7000","5.8106","0.2007"
"192.7200","5.8109","0.2006"
"192.7400","5.8113","0.2006"
"192.7600","5.8118","0.2004"
"192.7800","5.8122","0.2004"
"192.8000","5.8126","0.2005"
"192.8200","5.8129","0.2006"
"192.8400","5.8132","0.2008"
"192.8600","5.8134","0.2007"
"192.8800","5.8136","0.2005"
"192.9000","5.8139","0.2006"
"192.9200","5.8143","0.2008"
"192.9400","5.8146","0.2009"
"192.9600","5.8150","0.2006"
"192.9800","5.8154","0.2007"
"193.0000","5.8158","0.2005"
"193.0200","5.8161","0.2005"
"193.0400","5.8163","0.2009"
"193.0600","5.8166","0.2009"
"193.0800","5.8169","0.2011"
"193.1000","5.8173","0.2011"
"193.1200","5.8176","0.2012"
"193.1400","5.8181","0.2009"
"193.1600","5.8186","0.2005"
"193.1800","5.8190","0.2007"
"193.2000","5.8193","0.2012"
"193.2200","5.8195","0.2013"
"193.2400","5.8197","0.2013"
"193.2600","5.8199","0.2010"
"193.2800","5.8203","0.2008"
"193.3000","5.8206","0.2008"
"193.3200","5.8210","0.2009"
"193.3400","5.8214","0.2010"
"193.3600","5.8217","0.2008"
"193.3800","5.8220","0.2008"
"193.4000","5.8223","0.2010"
"193.4200","5.8226","0.2010"
"193.4400","5.8229","0.2009"
"193.4600","5.8233","0.2008"
"193.4800","5.8237","0.2011"
"193.5000","5.8241","0.2011"
"193.5200","5.8246","0.2012"
"193.5400","5.8249","0.2012"
"193.5600","5.8251","0.2012"
"193.5800","5.8254","0.2012"
"193.6000","5.8256","0.2010"
"193.6200","5.8259","0.2011"
"193.6400","5.8263","0.2011"
"193.6600","5.8266","0.2010"
"193.6800","5.8270","0.2012"
"193.7000","5.8274","0.2011"
"193.7200","5.8278","0.2010"
"193.7400","5.8281","0.2011"
"193.7600","5.8284","0.2012"
"193.7800","5.8286","0.2010"
"193.8000","5.8290","0.2011"
"193.8200","5.8293","0.2013"
"193.8400","5.8297","0.2011"
"193.8600","5.8303","0.2010"
"193.8800","5.8307","0.2012"
"193.9000","5.8310","0.2015"
"193.9200","5.8312","0.2014"
"193.9400","5.8314","0.2011"
"193.9600","5.8316","0.2007"
"193.9800","5.8319","0.2012"
"194.0000","5.8322","0.2015"
"194.0200","5.8325","0.2014"
"194.0400","5.8329","0.2012"
"194.0600","5.8333","0.2011"
"194.0800","5.8336","0.2012"
"194.1000","5.8339","0.2013"
"194.1200","5.8343","0.2014"
"194.1400","5.8346","0.2015"
"194.1600","5.8349","0.2017"
"194.1800","5.8352","0.2018"
"194.2000","5.8357","0.2018"
"194.2200","5.8361","0.2015"
"194.2400","5.8366","0.2014"
"194.2600","5.8369","0.2013"
"194.2800","5.8371","0.2015"
"194.3000","5.8374","0.2014"
"194.3200","5.8376","0.2011"
"194.3400","5.8379","0.2012"
"194.3600","5.8383","0.2016"
"194.3800","5.8387","0.2016"
"194.4000","5.8391","0.2016"
"194.4200","5.8395","0.2016"
"194.4400","5.8398","0.2015"
"194.4600","5.8401","0.2015"
"194.4800","5.8403","0.2013"
"194.5000","5.8406","0.2013"
"194.5200","5.8409","0.2016"
"194.5400","5.8412","0.2016"
"194.5600","5.8417","0.2016"
"194.5800","5.8421","0.2014"
"194.6000","5.8426","0.2015"
"194.6200","5.8429","0.2017"
"194.6400","5.8431","0.2019"
"194.6600","5.8434","0.2019"
"194.6800","5.8436","0.2015"
"194.7000","5.8439","0.2017"
"194.7200","5.8442","0.2021"
"194.7400","5.8446","0.2022"
"194.7600","5.8449","0.2017"
"194.7800","5.8453","0.2016"
"194.8000","5.8457","0.2015"
"194.8200","5.8460","0.2016"
"194.8400","5.8463","0.2019"
"194.8600","5.8466","0.2017"
"194.8800","5.8469","0.2017"
"194.9000","5.8474","0.2018"
"194.9200","5.8478","0.2019"
"194.9400","5.8483","0.2020"
"194.9600","5.8486","0.2020"
"194.9800","5.8489","0.2017"
"195.0000","5.8491","0.2018"
"195.0200","5.8493","0.2018"
"195.0400","5.8496","0.2016"
"195.0600","5.8499","0.2018"
"195.0800","5.8502","0.2019"
"195.1000","5.8506","0.2019"
"195.1200","5.8510","0.2018"
"195.1400","5.8514","0.2018"
"195.1600","5.8518","0.2017"
"195.1800","5.8520","0.2017"
"195.2000","5.8523","0.2020"
"195.2200","5.8526","0.2021"
"195.2400","5.8529","0.2019"
"195.2600","5.8533","0.2020"
"195.2800","5.8537","0.2022"
"195.3000","5.8543","0.2021"
"195.3200","5.8546","0.2023"
"195.3400","5.8549","0.2024"
"195.3600","5.8551","0.2021"
"195.3800","5.8554","0.2018"
"195.4000","5.8556","0.2018"
"195.4200","5.8559","0.2019"
"195.4400","5.8563","0.2018"
"195.4600","5.8566","0.2021"
"195.4800","5.8571","0.2020"
"195.5000","5.8574","0.2020"
"195.5200","5.8577","0.2023"
"195.5400","5.8580","0.2020"
"195.5600","5.8583","0.2020"
"195.5800","5.8586","0.2020"
"195.6000","5.8589","0.2022"
"195.6200","5.8593","0.2023"
"195.6400","5.8598","0.2023"
"195.6600","5.8602","0.2024"
"195.6800","5.8606","0.2025"
"195.7000","5.8608","0.2022"
"195.7200","5.8611","0.2022"
"195.7400","5.8613","0.2021"
"195.7600","5.8616","0.2020"
"195.7800","5.8619","0.2023"
"195.8000","5.8622","0.2027"
"195.8200","5.8627","0.2026"
"195.8400","5.8631","0.2021"
"195.8600","5.8635","0.2021"
"195.8800","5.8638","0.2024"
"195.9000","5.8641","0.2026"
"195.9200","5.8643","0.2023"
"195.9400","5.8646","0.2021"
"195.9600","5.8650","0.2023"
"195.9800","5.8654","0.2024"
"196.0000","5.8659","0.2023"
"196.0200","5.8663","0.2025"
"196.0400","5.8667","0.2026"
"196.0600","5.8669","0.2025"
"196.0800","5.8671","0.2022"
"196.1000","5.8673","0.2022"
"196.1200","5.8676","0.2022"
"196.1400","5.8679","0.2024"
"196.1600","5.8682","0.2025"
"196.1800","5.8686","0.2026"
"196.2000","5.8689","0.2027"
"196.2200","5.8693","0.2023"
"196.2400","5.8696","0.2024"
"196.2600","5.8699","0.2024"
"196.2800","5.8703","0.2024"
"196.3000","5.8706","0.2025"
"196.3200","5.8709","0.2027"
"196.3400","5.8714","0.2026"
"196.3600","5.8718","0.2026"
"196.3800","5.8723","0.2028"
"196.4000","5.8726","0.2026"
"196.4200","5.8728","0.2026"
"196.4400","5.8731","0.2030"
"196.4600","5.8733","0.2031"
"196.4800","5.8736","0.2028"
"196.5000","5.8739","0.2027"
"196.5200","5.8744","0.2026"
"196.5400","5.8748","0.2027"
"196.5600","5.8752","0.2028"
"196.5800","5.8755","0.2032"
"196.6000","5.8758","0.2028"
"196.6200","5.8760","0.2026"
"196.6400","5.8763","0.2028"
"196.6600","5.8766","0.2030"
"196.6800","5.8769","0.2030"
"196.7000","5.8774","0.2030"
"196.7200","5.8778","0.2029"
"196.7400","5.8783","0.2029"
"196.7600","5.8786","0.2030"
"196.7800","5.8788","0.2031"
"196.8000","5.8791","0.2031"
"196.8200","5.8793","0.2029"
"196.8400","5.8796","0.2028"
"196.8600","5.8799","0.2028"
"196.8800","5.8802","0.2029"
"196.9000","5.8806","0.2030"
"196.9200","5.8810","0.2033"
"196.9400","5.8814","0.2033"
"196.9600","5.8817","0.2030"
"196.9800","5.8820","0.2030"
"197.0000","5.8823","0.2029"
"197.0200","5.8826","0.2027"
"197.0400","5.8831","0.2029"
"197.0600","5.8835","0.2030"
"197.0800","5.8839","0.2032"
"197.1000","5.8843","0.2032"
"197.1200","5.8846","0.2033"
"197.1400","5.8848","0.2031"
"197.1600","5.8850","0.2029"
"197.1800","5.8853","0.2029"
"197.2000","5.8855","0.2032"
"197.2200","5.8859","0.2033"
"197.2400","5.8863","0.2031"
"197.2600","5.8867","0.2028"
"197.2800","5.8871","0.2030"
"197.3000","5.8874","0.2030"
"197.3200","5.8876","0.2029"
"197.3400","5.8879","0.2028"
"197.3600","5.8882","0.2033"
"197.3800","5.8886","0.2035"
"197.4000","5.8889","0.2036"
"197.4200","5.8894","0.2034"
"197.4400","5.8899","0.2034"
"197.4600","5.8903","0.2033"
"197.4800","5.8906","0.2034"
"197.5000","5.8908","0.2034"
"197.5200","5.8911","0.2036"
"197.5400","5.8913","0.2034"
"197.5600","5.8916","0.2032"
"197.5800","5.8919","0.2032"
"197.6000","5.8923","0.2033"
"197.6200","5.8927","0.2032"
"197.6400","5.8931","0.2030"
"197.6600","5.8934","0.2033"
"197.6800","5.8936","0.2033"
"197.7000","5.8939","0.2035"
"197.7200","5.8943","0.2036"
"197.7400","5.8946","0.2035"
"197.7600","5.8950","0.2036"
"197.7800","5.8954","0.2036"
"197.8000","5.8959","0.2034"
"197.8200","5.8963","0.2038"
"197.8400","5.8965","0.2036"
"197.8600","5.8967","0.2034"
